# 1246
270	272	33
270	273	28
270	274	4
270	275	4
270	276	3
270	277	6
271	272	13
271	273	11
271	175	16
271	278	3
271	279	2
271	266	3
271	277	9
271	280	2
254	255	38
254	264	4
254	265	3
254	281	2
254	175	15
254	282	3
254	266	3
254	283	2
254	284	2
254	268	3
254	269	3
254	285	2
255	175	12
255	282	4
255	286	2
255	287	4
255	283	2
255	284	2
255	269	3
272	273	38
272	274	2
272	275	4
272	276	2
272	288	3
272	277	2
272	289	2
272	290	2
273	274	2
273	288	3
273	277	2
273	291	2
273	290	2
273	286	2
273	292	2
264	265	12
264	281	14
264	274	12
264	275	2
264	293	28
264	294	9
264	295	5
264	296	4
264	297	2
265	281	6
265	274	2
265	275	16
265	293	11
265	295	19
265	298	5
265	299	2
265	300	3
265	301	3
265	302	2
265	303	3
281	276	8
281	294	2
281	295	3
281	304	2
281	296	13
274	275	13
274	276	14
274	293	16
274	294	5
274	305	2
274	296	2
275	276	6
275	293	5
275	294	2
275	295	12
275	306	2
275	298	2
275	299	5
275	307	2
276	293	2
276	296	8
293	294	25
293	295	16
293	298	3
293	299	2
293	300	2
293	308	2
293	303	3
293	296	5
293	297	3
294	295	7
294	298	2
294	300	2
294	303	3
294	296	4
175	278	4
175	279	2
175	266	8
175	277	2
175	267	3
175	309	2
175	310	4
175	280	2
175	311	2
278	279	8
278	266	2
278	277	2
278	312	2
278	313	4
278	314	2
278	315	2
278	316	3
317	159	6
317	318	2
317	319	2
317	320	2
317	321	2
282	322	2
282	323	2
282	324	4
282	325	5
282	326	10
282	327	3
282	328	2
282	329	5
282	246	2
282	285	2
282	310	3
288	330	2
288	289	4
288	331	3
288	332	3
288	333	10
288	334	2
288	290	2
322	335	2
322	336	5
322	165	7
322	259	2
266	277	6
277	337	2
295	338	3
295	339	4
295	298	4
295	299	3
295	300	14
295	165	2
295	340	3
295	297	2
295	260	3
341	342	20
341	323	9
341	343	11
341	330	16
341	306	3
341	305	6
341	325	3
341	344	3
341	326	3
341	345	15
341	336	3
341	346	2
341	316	2
341	280	3
341	347	2
342	343	3
342	330	16
342	305	4
342	345	10
342	336	3
342	280	2
323	330	2
323	306	8
323	325	2
323	345	8
323	346	2
343	330	5
343	305	19
343	298	3
343	345	7
330	306	11
330	305	11
330	332	3
330	333	4
330	334	3
330	345	13
330	336	3
330	280	3
330	347	2
306	305	2
306	332	2
306	333	3
306	345	7
305	299	2
305	345	7
348	349	3
324	267	10
324	289	10
324	338	5
324	339	2
324	325	2
324	344	3
324	326	2
324	335	2
324	327	7
324	328	6
267	331	14
267	325	2
267	335	4
267	309	20
289	331	13
289	338	2
289	339	4
289	332	3
289	333	2
289	334	2
289	291	7
289	290	6
331	291	2
331	290	2
331	309	11
338	339	33
338	298	8
338	299	6
338	300	3
339	298	5
339	299	7
339	300	3
339	350	2
339	351	2
325	344	23
325	326	24
325	332	4
325	333	3
325	334	3
325	298	3
325	345	2
325	327	9
325	328	5
344	326	16
344	332	3
344	333	7
344	334	4
344	345	2
344	327	12
344	328	8
326	332	2
326	334	5
326	298	3
326	345	2
326	327	2
326	329	3
332	333	19
332	334	21
332	299	2
332	345	4
332	291	5
332	290	5
332	352	3
333	334	16
333	345	3
333	291	3
333	290	2
333	352	2
334	291	9
334	290	10
334	352	2
298	299	23
298	345	5
298	353	4
298	354	3
298	301	2
299	345	6
299	350	5
299	351	4
299	301	2
299	307	4
345	336	3
345	280	3
335	300	2
335	309	2
335	260	3
300	336	3
300	165	2
300	260	2
327	328	35
327	291	7
327	290	4
327	353	13
327	354	6
327	350	3
327	351	2
327	329	4
327	310	2
328	291	5
328	290	6
328	353	6
328	354	8
328	350	7
328	351	4
328	329	5
291	290	34
291	353	3
291	354	6
291	350	8
291	351	7
291	352	3
290	353	2
290	354	3
290	350	8
290	351	10
290	352	3
353	354	42
353	350	8
353	351	6
354	350	8
354	351	7
350	351	41
350	307	2
351	352	2
351	307	2
355	356	41
355	357	5
355	358	3
355	359	6
356	357	3
356	358	2
356	359	7
329	352	4
329	301	2
352	307	2
301	307	15
360	361	2
362	363	17
336	165	20
336	257	2
336	259	3
336	260	8
336	261	4
336	280	5
336	364	2
336	347	2
165	365	6
165	366	3
165	367	2
165	259	3
165	260	2
165	280	2
368	369	5
368	370	2
368	239	2
368	118	2
346	286	2
346	369	2
346	44	10
346	239	2
346	371	2
286	369	2
286	44	2
286	372	18
286	373	2
369	256	13
369	374	13
369	375	2
256	374	13
374	372	2
44	372	5
44	95	2
44	243	2
372	376	2
372	349	2
377	378	12
377	379	7
377	380	4
377	381	2
377	382	2
377	383	4
377	258	3
378	379	16
378	384	2
378	385	2
378	386	2
378	387	2
379	287	4
379	388	6
379	384	17
379	389	2
27	390	2
27	21	4
27	68	14
27	141	2
391	392	5
391	393	2
287	388	12
287	384	5
388	384	5
385	283	6
385	394	12
385	395	8
385	396	4
385	397	2
385	398	2
283	394	5
283	399	8
394	395	4
395	396	2
395	308	2
400	401	3
400	402	12
400	403	2
400	404	2
401	402	8
396	399	7
396	405	2
396	406	2
399	308	2
389	403	4
389	407	7
389	408	4
389	409	5
403	407	2
403	410	3
408	409	5
386	284	3
386	411	11
386	412	8
386	380	20
284	411	8
284	412	8
284	268	2
411	412	14
412	380	2
412	413	2
414	415	7
416	417	2
416	418	4
416	419	2
416	420	3
380	421	2
380	422	2
380	268	2
423	424	10
423	425	7
424	425	7
425	426	4
427	428	2
45	429	3
45	383	3
430	431	8
430	432	4
433	434	6
433	435	3
433	436	3
433	96	7
433	387	4
433	437	2
434	438	11
434	257	2
434	435	5
434	144	2
434	439	2
434	225	2
434	440	2
434	441	4
434	96	5
434	442	2
434	443	2
444	445	3
446	447	2
446	448	2
381	449	2
381	450	3
381	451	8
452	453	3
452	454	10
453	340	3
455	456	3
457	417	3
417	458	2
459	460	3
459	418	4
459	449	11
459	461	2
459	462	12
459	198	2
460	463	3
460	464	2
460	198	6
418	462	3
461	465	4
461	450	4
465	450	9
451	466	3
451	177	2
451	438	2
451	467	4
468	469	2
468	470	2
471	472	4
257	435	5
257	429	8
257	473	2
257	382	2
257	474	7
257	383	4
257	441	2
257	149	6
257	190	2
435	475	19
435	429	4
435	476	3
435	441	33
435	96	20
435	477	3
435	478	2
435	479	2
435	480	2
475	370	15
475	481	19
475	482	7
475	432	12
475	397	6
475	483	3
475	441	22
475	484	2
475	96	6
475	485	2
429	474	2
429	383	41
370	481	22
370	482	12
370	486	2
370	487	6
370	432	17
370	397	7
370	488	3
370	484	4
481	482	15
481	432	18
481	397	10
482	432	9
482	397	3
486	489	2
486	490	5
491	231	3
492	493	4
144	74	3
144	494	3
144	495	3
144	496	5
144	497	2
144	474	3
144	498	2
144	499	2
144	500	2
144	148	2
46	148	4
46	216	3
46	442	6
501	502	3
501	268	3
501	503	2
501	57	3
439	494	6
439	504	2
439	48	5
439	473	5
439	502	2
439	292	2
439	96	2
439	505	2
439	126	5
439	506	2
439	507	2
494	508	2
487	509	6
487	510	11
487	50	10
487	57	3
487	511	3
487	512	4
509	513	13
509	50	5
509	309	2
509	514	2
509	515	2
509	310	9
509	311	2
509	516	2
517	213	2
517	47	2
517	489	2
517	123	2
517	518	3
510	504	2
510	50	2
519	512	8
213	47	8
213	489	4
213	123	10
213	136	10
213	215	3
213	128	3
213	114	2
213	485	3
489	490	19
489	123	9
489	215	2
489	520	2
489	521	3
490	123	2
136	367	4
136	522	3
136	57	2
136	523	2
214	524	2
214	525	10
214	158	2
524	525	6
526	527	9
526	528	2
526	216	2
526	529	2
526	530	2
527	528	2
55	79	2
215	56	9
215	75	10
215	531	4
215	532	3
215	533	2
215	79	3
215	534	4
56	75	8
56	535	8
56	520	2
56	128	2
56	57	3
56	114	2
145	140	3
145	292	2
145	508	9
145	146	12
145	147	6
145	149	2
536	531	7
536	537	2
536	534	2
538	539	8
538	496	17
538	540	3
538	541	3
538	502	5
539	496	2
539	542	2
539	473	8
539	502	9
531	183	4
531	543	17
531	544	9
531	545	4
531	546	5
531	534	33
535	520	7
535	367	2
547	548	9
547	504	16
547	532	17
547	543	3
548	504	2
548	532	4
548	549	6
504	532	2
532	302	2
532	550	2
532	549	2
532	543	6
48	495	3
48	551	3
48	552	4
495	551	4
495	553	4
495	554	3
495	555	2
495	556	2
551	557	2
552	558	19
552	559	2
552	560	6
552	561	3
552	431	9
552	148	4
552	562	2
552	563	4
558	560	5
558	564	5
558	561	8
558	565	3
558	431	3
558	148	3
558	566	2
559	560	2
559	567	6
559	216	4
560	564	2
564	565	2
561	568	2
561	565	4
561	569	12
561	570	2
568	569	3
571	565	36
571	572	3
565	569	4
565	573	2
565	572	2
565	574	2
565	575	2
496	540	23
496	541	4
496	576	2
496	29	2
540	541	3
540	577	3
540	578	3
540	576	8
540	569	4
540	579	5
540	29	2
540	216	2
541	567	2
541	577	2
541	578	4
567	577	3
567	580	2
567	581	3
577	578	3
577	580	4
576	582	3
576	583	2
576	584	3
576	122	2
431	432	13
431	148	4
431	484	3
431	585	2
432	397	7
432	484	6
432	585	4
497	586	11
497	587	2
497	588	2
497	589	4
497	109	2
497	238	2
497	190	2
586	587	22
586	588	23
586	238	4
586	590	11
587	588	13
587	238	2
587	590	3
587	367	2
588	238	3
588	590	9
591	129	2
589	592	3
589	593	4
589	186	2
589	238	2
589	190	8
589	512	6
109	186	2
109	594	3
109	595	2
592	596	3
542	157	2
593	124	8
593	473	2
593	597	10
593	302	2
593	598	2
593	110	2
124	597	3
124	599	4
473	600	3
473	553	3
473	149	2
473	129	5
502	505	2
502	126	5
502	29	7
502	57	3
597	110	3
157	268	3
157	601	3
157	340	11
157	367	5
157	602	2
268	340	2
268	603	2
268	367	2
268	522	2
186	604	2
186	605	4
186	238	2
186	188	5
186	190	5
186	543	2
606	607	2
606	608	2
609	610	3
609	61	3
60	611	3
612	493	2
612	613	2
614	239	4
614	615	7
614	470	3
614	182	2
614	616	2
614	617	2
618	238	4
618	607	2
611	619	3
611	620	2
611	621	13
312	622	5
312	313	2
312	623	9
624	469	2
624	382	2
624	625	2
624	626	2
624	627	2
624	628	3
469	629	2
469	630	2
469	631	6
469	632	3
469	633	24
469	634	20
469	635	3
469	636	3
469	22	3
469	625	6
469	637	2
469	638	6
639	605	2
28	640	2
313	641	2
313	246	3
313	642	2
313	643	2
644	161	2
644	645	10
646	647	8
646	648	3
646	649	10
646	650	2
646	651	2
641	652	7
641	314	6
641	653	2
641	246	4
641	654	2
641	655	2
641	656	2
641	642	2
641	657	2
641	658	2
652	654	2
652	655	2
652	620	3
652	635	3
652	659	3
652	315	2
652	656	2
652	316	2
652	642	2
652	660	2
652	657	2
652	661	2
652	638	2
652	662	2
302	314	10
302	656	2
302	663	5
302	108	2
314	664	3
314	665	4
314	666	2
382	667	4
382	668	7
382	419	19
382	669	5
382	670	2
382	625	2
382	661	5
382	223	2
382	626	3
382	190	4
382	269	2
382	512	2
120	671	2
120	248	5
120	474	13
120	672	3
120	605	2
120	673	2
120	620	2
120	674	3
120	319	2
120	675	3
120	321	2
120	251	2
676	677	25
676	671	20
676	678	11
676	315	9
676	656	2
676	316	22
676	679	3
676	680	4
676	681	3
676	682	2
676	657	2
676	683	3
676	684	2
676	685	2
676	637	4
676	686	5
676	687	2
677	671	18
677	678	10
677	688	2
677	689	2
677	97	2
677	318	2
677	315	7
677	656	4
677	316	22
677	679	3
677	680	3
677	681	3
677	660	2
677	682	4
677	657	2
677	683	3
677	684	2
677	685	2
677	637	6
677	690	2
677	691	2
677	686	2
677	692	3
677	693	2
677	694	2
677	687	2
677	665	2
677	695	2
677	696	2
671	697	2
671	678	6
671	315	5
671	656	5
671	316	14
671	679	2
671	680	11
671	681	3
671	642	7
671	660	9
671	682	10
671	698	5
671	683	2
671	684	2
671	637	2
671	699	2
671	691	2
671	686	3
671	692	2
671	694	2
671	665	2
671	700	2
697	701	10
697	702	3
697	703	4
697	693	2
697	664	3
697	665	4
697	704	3
678	78	4
678	315	3
678	316	8
678	684	2
678	705	3
678	637	2
706	249	6
706	707	11
706	708	2
706	651	2
248	246	2
248	673	10
248	709	4
248	710	2
248	711	5
248	712	2
248	250	3
248	713	2
248	643	2
248	714	4
248	696	2
248	244	2
248	251	18
474	77	3
474	190	2
474	191	3
715	77	4
715	716	2
715	717	2
715	718	2
715	653	7
715	682	2
715	699	2
715	690	3
715	479	7
77	79	4
719	667	7
719	500	2
719	49	2
719	720	6
719	721	7
719	722	2
719	723	2
719	724	4
719	537	2
719	725	14
719	663	2
719	726	3
719	269	6
719	727	2
719	728	3
729	672	3
729	730	4
729	731	5
729	732	4
729	733	8
667	734	4
667	735	4
667	726	2
667	727	9
667	736	2
672	234	4
672	61	2
672	737	2
672	738	2
672	730	3
672	739	2
672	740	14
672	185	3
672	741	2
234	61	3
234	243	11
234	742	2
61	212	6
737	743	5
737	629	2
737	744	2
737	745	2
737	746	4
737	95	2
737	582	10
737	37	2
737	470	2
737	713	4
737	740	10
743	629	5
743	744	2
743	582	4
743	35	2
743	747	3
743	740	3
629	744	4
629	745	3
629	746	9
629	557	2
629	580	2
629	602	2
140	8	4
140	748	7
140	152	6
140	708	2
140	69	2
745	746	4
746	749	3
746	750	2
95	751	2
95	37	3
734	752	2
734	151	4
734	698	3
734	753	4
734	727	3
752	754	6
151	738	12
151	464	6
151	68	3
151	141	3
151	493	2
151	237	2
151	755	2
738	756	2
738	757	2
738	755	7
730	731	2
605	758	2
605	623	2
605	321	4
605	14	2
731	103	2
759	760	2
761	762	12
761	763	3
764	765	3
765	766	5
765	767	2
221	768	3
221	208	2
756	750	2
756	767	2
239	598	9
239	769	7
239	87	4
239	615	3
239	770	4
239	373	2
239	771	2
598	769	28
598	772	3
598	773	2
598	770	8
598	774	4
598	34	2
598	383	3
598	522	2
598	583	2
598	258	3
598	775	2
598	467	2
598	771	5
769	772	2
769	773	3
769	770	10
769	34	3
769	748	2
769	776	2
769	506	2
769	771	6
777	751	16
777	240	7
777	749	2
668	778	20
668	419	2
668	296	2
668	231	2
668	779	7
668	90	4
751	780	3
751	231	4
751	781	4
778	296	4
778	537	2
778	747	8
778	779	19
37	782	2
37	713	2
37	114	3
37	309	2
37	783	3
37	784	12
37	185	3
87	238	5
87	607	2
87	673	2
87	712	3
87	785	3
786	787	20
786	788	4
786	545	2
788	51	2
238	689	2
238	617	3
238	789	2
238	785	8
615	790	2
615	791	2
615	724	2
707	619	2
707	620	4
707	651	8
707	792	2
707	793	2
707	794	2
707	795	2
240	749	10
240	241	6
240	242	5
240	716	3
240	246	4
240	125	2
240	654	2
240	705	3
240	201	2
240	796	2
749	241	2
749	94	2
749	201	2
749	243	2
241	242	11
241	797	3
242	797	4
797	229	5
797	230	12
798	799	12
798	800	14
798	772	5
798	499	9
798	801	6
799	800	6
799	802	2
799	801	3
799	742	2
800	772	3
800	498	2
800	802	2
800	499	8
800	801	3
800	225	2
772	498	36
772	802	11
772	499	20
772	225	9
772	440	3
772	69	2
498	802	10
498	499	15
498	225	7
498	748	2
498	69	2
802	499	10
802	225	6
499	801	4
499	225	18
499	440	2
499	803	5
499	804	2
499	52	2
801	225	6
801	688	2
225	803	3
440	557	3
440	554	2
557	805	2
557	806	11
557	807	3
557	808	2
805	809	2
773	770	5
773	771	5
770	810	2
770	811	4
770	170	2
770	207	2
770	771	8
476	812	6
476	441	2
476	813	4
476	96	3
476	814	2
476	815	2
476	477	21
476	647	2
816	789	3
816	478	2
816	621	2
812	817	2
812	818	2
812	616	2
812	477	3
812	688	5
812	819	3
812	820	2
821	822	7
821	161	7
821	823	3
821	645	3
821	824	2
821	825	5
821	643	2
821	700	3
774	826	2
774	34	3
826	34	6
822	35	2
822	688	2
822	655	3
822	789	4
822	827	4
822	828	3
829	522	3
829	830	3
829	831	2
35	832	5
35	813	3
35	673	3
35	709	5
35	182	3
35	711	3
35	833	3
35	688	2
35	655	7
35	834	2
35	789	9
35	828	3
832	835	5
832	836	2
832	828	2
835	836	3
835	837	2
835	38	4
836	147	3
836	142	3
383	599	2
838	601	5
839	840	2
841	842	13
841	843	3
601	844	2
601	840	5
601	367	8
601	845	5
601	522	7
601	846	2
601	847	2
601	848	2
601	602	2
601	537	2
844	148	2
844	846	2
844	849	2
844	149	2
844	580	2
844	850	2
851	852	4
853	92	2
853	849	4
840	367	5
840	522	4
840	854	2
855	856	6
855	503	25
855	464	6
856	503	7
856	857	2
503	464	7
503	197	2
100	858	8
859	860	9
462	861	5
462	862	4
863	864	3
863	862	4
865	655	2
865	789	9
861	92	4
861	93	5
861	94	4
92	93	9
92	94	8
93	94	9
94	537	2
340	367	2
866	779	2
866	781	2
867	868	5
867	869	2
867	870	2
867	654	3
867	793	2
867	656	2
867	679	2
867	705	4
867	690	2
867	479	2
868	869	20
868	871	3
868	870	14
868	872	11
868	873	6
868	874	4
868	875	4
868	876	2
868	690	2
869	397	2
869	877	3
869	398	3
869	483	2
869	871	3
869	870	8
869	872	2
869	875	11
869	96	2
869	878	2
869	131	2
869	879	2
513	514	5
513	310	6
513	13	3
513	516	2
397	398	3
877	398	3
877	880	2
877	881	2
398	19	2
398	882	6
483	883	2
441	870	2
441	872	2
441	600	3
441	96	14
441	477	4
884	790	3
884	791	4
884	823	2
884	885	3
884	828	10
790	886	4
790	488	9
790	246	4
790	814	2
790	654	2
790	613	2
790	791	33
790	828	3
887	888	2
887	149	2
887	579	2
887	889	4
886	717	2
886	791	4
619	718	2
619	710	2
619	613	2
619	847	2
619	620	13
619	621	7
619	159	3
619	792	2
619	319	3
619	890	3
891	892	4
891	893	12
891	572	3
891	575	2
892	572	2
882	500	14
882	849	2
882	122	7
882	894	10
500	849	7
500	895	2
500	656	2
500	122	8
500	894	8
896	897	9
896	820	5
896	485	3
897	464	2
897	688	2
897	820	4
897	485	8
871	872	4
871	873	7
871	876	4
871	898	8
870	872	11
870	873	3
870	874	9
870	875	2
870	96	2
870	793	2
872	873	8
872	874	4
872	96	2
872	793	2
873	874	2
873	876	2
873	898	2
874	899	5
874	57	2
900	901	6
900	902	2
900	903	2
901	902	18
904	905	6
904	906	6
905	907	2
905	875	5
905	906	3
905	898	2
907	875	3
908	909	5
910	580	3
910	911	2
893	572	3
912	158	4
912	528	2
912	846	2
158	573	2
158	913	2
570	914	3
570	848	3
549	573	13
549	895	2
573	367	4
573	522	2
357	915	2
357	572	3
357	916	2
357	917	2
357	387	2
357	918	2
357	919	5
357	437	3
875	880	4
920	921	5
920	807	2
921	819	3
921	922	2
488	923	2
488	814	2
488	791	15
488	924	2
488	828	4
419	669	10
419	660	2
419	623	4
419	625	2
419	661	13
419	626	2
419	925	2
365	926	18
365	927	5
365	366	11
365	928	2
365	929	5
365	930	2
365	9	2
365	292	7
365	931	2
365	925	4
926	927	13
926	366	5
926	928	8
926	929	2
926	932	2
927	366	2
927	929	3
366	929	2
366	930	2
366	64	3
366	9	2
366	392	2
366	933	2
928	878	2
603	66	5
603	392	5
603	934	3
603	507	3
603	24	2
603	925	2
603	935	2
929	930	3
932	229	3
930	518	4
533	227	6
533	583	2
533	584	4
936	147	7
936	937	2
938	939	6
938	940	11
939	940	2
227	79	3
8	9	4
8	10	4
8	941	2
8	29	6
8	810	2
8	69	2
8	12	5
64	392	12
64	942	3
229	230	9
229	236	3
236	442	3
943	944	10
420	876	2
420	9	3
420	152	2
420	945	3
876	945	4
876	883	6
876	898	2
946	9	4
946	748	2
946	757	2
9	21	2
9	10	2
9	110	2
9	705	3
9	131	2
9	118	2
9	89	2
9	947	2
9	12	5
9	931	2
9	925	3
748	152	4
748	632	2
197	198	13
198	948	2
198	878	3
152	121	2
837	949	2
292	390	9
292	50	5
390	68	7
390	950	3
390	484	3
508	146	5
508	147	2
508	50	4
146	147	3
147	141	2
147	951	2
147	149	5
147	889	2
147	937	5
147	150	2
147	142	6
952	194	7
953	954	3
39	20	9
39	885	2
39	828	2
38	97	3
21	66	16
21	67	3
716	955	11
716	717	13
716	718	4
716	956	2
716	653	8
716	246	4
716	957	5
716	654	3
716	796	2
392	673	2
392	958	2
392	942	4
955	718	2
955	959	2
717	367	2
717	141	3
717	653	20
717	159	5
67	583	2
67	122	4
718	956	4
718	818	2
718	960	2
718	80	13
553	554	19
553	956	5
553	555	3
553	556	3
554	956	4
554	555	3
554	556	3
956	961	3
956	80	2
956	574	2
956	575	2
806	78	2
806	807	2
806	808	4
806	574	6
962	78	6
962	458	6
78	710	2
78	789	2
78	79	3
78	692	2
78	963	2
78	575	3
78	458	2
807	922	4
367	522	17
367	190	2
367	260	2
964	923	3
964	845	4
964	673	2
964	470	11
964	182	4
964	616	2
964	685	7
964	965	2
964	637	7
964	692	2
817	818	2
817	820	5
817	966	2
817	967	2
817	968	3
923	845	2
923	359	2
813	673	9
813	709	3
813	477	3
813	688	2
813	655	2
813	159	2
845	522	3
845	141	3
845	969	2
845	685	3
845	970	2
845	662	2
522	830	2
522	831	3
522	971	2
522	972	4
522	776	2
522	79	2
830	831	2
830	971	2
831	971	2
68	950	12
68	141	8
68	484	2
950	141	3
141	653	4
141	493	3
141	846	2
141	951	2
141	149	2
653	246	3
653	654	4
653	705	2
653	638	4
493	148	2
493	951	4
493	941	2
493	29	5
493	658	2
148	484	2
148	149	2
148	808	12
484	237	3
484	89	2
484	967	4
973	854	4
948	974	5
849	122	2
849	894	2
237	757	2
975	442	2
951	149	10
951	29	2
951	142	2
149	808	2
149	889	2
149	658	2
149	260	2
808	574	2
976	977	2
978	537	4
842	843	11
803	804	12
979	980	2
246	957	6
246	981	2
246	673	2
246	818	2
246	654	24
246	827	6
246	982	2
246	670	2
246	983	2
246	316	3
246	984	2
246	642	2
246	682	2
246	712	4
246	698	2
246	985	2
246	705	5
246	675	2
246	658	4
246	986	2
246	796	2
246	544	2
246	545	7
246	987	2
957	654	4
957	161	2
957	985	2
957	988	2
989	981	7
989	924	2
989	828	9
989	990	2
989	763	12
981	815	3
981	654	2
981	789	2
981	924	8
981	991	3
981	828	5
981	674	2
981	992	2
981	705	3
981	685	3
981	965	5
981	637	3
814	580	6
814	673	2
814	791	2
814	924	5
814	643	5
814	699	2
993	125	3
993	647	2
993	885	2
993	890	8
993	320	2
993	994	9
993	511	2
993	995	2
993	996	2
708	159	2
708	679	5
708	712	10
708	997	6
708	794	2
708	998	5
708	999	6
708	1000	2
